product_title,craft_type,material_cost,price,median_competitor_price,cost_floor,source
Deluxe 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,1060.0,2150,2700,1600,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1650.0,4600,5750,2400,synthetic_benchmark
Authentic Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,430.0,1350,1700,700,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,130.0,450,500,300,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,2470.0,4950,6200,3550,synthetic_benchmark
Authentic Hand-Embroidered Chikankari Cotton Kurti,Embroidery,600.0,1450,1900,950,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,190.0,550,750,350,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,810.0,2550,3100,1250,synthetic_benchmark
Traditional Handmade Brass Pooja Bell with Peacock Handle,Metalwork,390.0,1250,1450,650,synthetic_benchmark
Authentic 100W Type-C Heavy Duty Braided Charging Cable 2m,Electronics,790.0,2100,2600,1200,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,270.0,900,1150,500,synthetic_benchmark
Vintage Ergonomic Wireless Silent Optical Mouse,Electronics,1380.0,3000,3550,2050,synthetic_benchmark
Custom Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1960.0,5250,6700,2850,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,1920.0,4400,4900,2800,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,200.0,650,750,400,synthetic_benchmark
Traditional Jamdani Cotton Saree,Handloom Textile,2780.0,7050,8900,4000,synthetic_benchmark
Handmade Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,380.0,1300,1450,650,synthetic_benchmark
Custom Khadi Cotton Handloom Kurta for Men,Handloom Textile,1700.0,4550,6100,2500,synthetic_benchmark
Premium Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,1750.0,4950,6150,2550,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,270.0,1000,1300,500,synthetic_benchmark
Deluxe Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,270.0,900,1200,500,synthetic_benchmark
Vintage Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1070.0,4450,5450,1600,synthetic_benchmark
Authentic Kanjivaram Silk Festive Saree,Handloom Textile,880.0,3000,4000,1350,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1450.0,3400,4450,2150,synthetic_benchmark
Deluxe Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,60.0,450,600,200,synthetic_benchmark
Authentic Handmade Kundan & Pearl Jhumka Earrings,Jewelry,2410.0,7100,8950,3450,synthetic_benchmark
Custom Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,1380.0,2300,3050,2050,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,720.0,2450,2900,1100,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,280.0,900,1100,500,synthetic_benchmark
Khadi Cotton Handloom Kurta for Men,Handloom Textile,1900.0,3700,4400,2750,synthetic_benchmark
Artisan Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,590.0,1500,1650,950,synthetic_benchmark
10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,1350.0,3500,4200,2000,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,510.0,1700,2150,800,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,260.0,1250,1600,450,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,140.0,400,500,300,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,140.0,550,700,300,synthetic_benchmark
Exquisite Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,890.0,3450,4000,1350,synthetic_benchmark
Classic Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1180.0,2750,3550,1750,synthetic_benchmark
Exquisite Cast Iron Artisan Skillet Fry Pan,Metalwork,1020.0,2700,3100,1550,synthetic_benchmark
Premium Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,940.0,3100,3850,1400,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,1080.0,3600,4800,1600,synthetic_benchmark
Premium Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,490.0,1700,1900,800,synthetic_benchmark
Khadi Cotton Handloom Kurta for Men,Handloom Textile,1500.0,3350,4000,2200,synthetic_benchmark
Handmade Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,400.0,1200,1350,650,synthetic_benchmark
Custom Carved Sheesham Wood Elephant Figurine,Woodwork,1140.0,3600,4450,1700,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1490.0,4650,5500,2200,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1190.0,2800,3750,1750,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,600.0,1500,1700,950,synthetic_benchmark
Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,3310.0,9500,10700,4750,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,230.0,900,1050,400,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,700.0,2100,2750,1100,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,280.0,800,1050,500,synthetic_benchmark
Classic 7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,590.0,1400,1550,950,synthetic_benchmark
Deluxe USB-C to Lightning Braided Fast Sync Cable,Electronics,480.0,1100,1350,750,synthetic_benchmark
Vintage 10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,560.0,1100,1300,900,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1050.0,3450,4650,1550,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,710.0,1750,2250,1100,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,720.0,1950,2500,1100,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,800.0,1550,1900,1200,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,540.0,1400,1750,850,synthetic_benchmark
Traditional Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,690.0,1550,1800,1050,synthetic_benchmark
Exquisite Handmade Kundan & Pearl Jhumka Earrings,Jewelry,2410.0,8200,10900,3450,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,360.0,1350,1500,600,synthetic_benchmark
Eco-Friendly Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,740.0,1750,2150,1150,synthetic_benchmark
65W GaN USB-C Fast Charger with Foldable Plug,Electronics,1010.0,2800,3150,1500,synthetic_benchmark
Eco-Friendly Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,610.0,1950,2200,950,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,80.0,400,550,200,synthetic_benchmark
Vintage Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,880.0,3850,4500,1350,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,410.0,1050,1400,650,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,2350.0,8500,10650,3400,synthetic_benchmark
Artisan 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,1470.0,3150,4000,2150,synthetic_benchmark
Premium Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,340.0,1100,1400,600,synthetic_benchmark
Handwoven Cotton Chanderi Dupatta with Booti Work,Handloom Textile,1650.0,4200,4900,2400,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,1540.0,4000,4950,2250,synthetic_benchmark
Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,160.0,650,750,300,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,940.0,1600,2000,1400,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,1060.0,2850,3500,1600,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1150.0,3150,3500,1700,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,470.0,950,1200,750,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,320.0,850,1050,550,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,3280.0,7200,8150,4700,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,380.0,1200,1500,650,synthetic_benchmark
Traditional 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,1100.0,2950,3700,1650,synthetic_benchmark
Sandalwood Carved Incense Stick Holder,Woodwork,580.0,1850,2400,900,synthetic_benchmark
Handmade Organic Handloom Linen Scarf with Tassels,Handloom Textile,2180.0,5850,6550,3150,synthetic_benchmark
Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1530.0,5600,6200,2250,synthetic_benchmark
Cast Iron Artisan Skillet Fry Pan,Metalwork,1080.0,3150,4250,1600,synthetic_benchmark
Artisan Cast Iron Artisan Skillet Fry Pan,Metalwork,540.0,1750,2100,850,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,860.0,2650,3550,1300,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,670.0,2250,2950,1050,synthetic_benchmark
Artisan Handmade Crocheted Cotton Baby Blanket,Embroidery,840.0,2350,2800,1300,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1680.0,5850,7050,2450,synthetic_benchmark
Classic Terracotta Handpainted Statement Jewelry Set,Jewelry,510.0,1800,2400,800,synthetic_benchmark
45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,670.0,1350,1800,1050,synthetic_benchmark
Classic Cast Iron Artisan Skillet Fry Pan,Metalwork,830.0,1800,2000,1250,synthetic_benchmark
Handmade Terracotta Decorative Wall Hanging,Pottery & Clay,220.0,700,900,400,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,2290.0,6800,8350,3300,synthetic_benchmark
65W GaN USB-C Fast Charger with Foldable Plug,Electronics,1150.0,3000,3900,1700,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,2420.0,6050,6700,3500,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,250.0,1150,1350,450,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,330.0,1000,1200,550,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1590.0,4000,5100,2350,synthetic_benchmark
Handcrafted Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,180.0,550,700,350,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1420.0,4300,5500,2100,synthetic_benchmark
Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,830.0,2100,2750,1250,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,210.0,600,650,400,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,420.0,1000,1300,700,synthetic_benchmark
Traditional Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,180.0,700,850,350,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,410.0,1100,1300,650,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,1180.0,2500,2850,1750,synthetic_benchmark
Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2670.0,7500,8400,3850,synthetic_benchmark
Handmade USB-C to Lightning Braided Fast Sync Cable,Electronics,1150.0,2900,3750,1700,synthetic_benchmark
Artisan Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,170.0,800,1050,350,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,600.0,1900,2450,950,synthetic_benchmark
Traditional Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1220.0,2550,3050,1800,synthetic_benchmark
Intricately Carved Wooden Jewellery Box with Brass Inlay,Woodwork,270.0,1000,1350,500,synthetic_benchmark
Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,700.0,1200,1500,1100,synthetic_benchmark
Handmade Brass Diya Oil Lamp Hanging,Metalwork,1450.0,3050,3450,2150,synthetic_benchmark
Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,440.0,1000,1200,700,synthetic_benchmark
Premium Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,3450.0,9500,12350,4950,synthetic_benchmark
Handmade Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1200.0,2900,3400,1800,synthetic_benchmark
Traditional Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1560.0,4250,4700,2300,synthetic_benchmark
Handmade Terracotta Handpainted Statement Jewelry Set,Jewelry,1730.0,4250,5100,2500,synthetic_benchmark
Artisan Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1430.0,4950,6450,2100,synthetic_benchmark
Custom Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1370.0,3150,4250,2000,synthetic_benchmark
Eco-Friendly Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,920.0,2300,2550,1400,synthetic_benchmark
Authentic Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2060.0,6050,7350,3000,synthetic_benchmark
Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1360.0,4450,5700,2000,synthetic_benchmark
Exquisite Handmade Soft Stuffed Bunny Toy Holding a Carrot,Embroidery,330.0,1150,1300,550,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,90.0,350,400,250,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,800.0,2100,2650,1200,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,140.0,500,600,300,synthetic_benchmark
Handcrafted 10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,250.0,750,1000,450,synthetic_benchmark
Artisan Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1790.0,3750,4500,2600,synthetic_benchmark
Exquisite Handcrafted Walnut Wood Decorative Serving Tray,Woodwork,350.0,1450,1800,600,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,370.0,1400,1700,600,synthetic_benchmark
Artisan Hand-Carved Wooden Wall Panel Relief,Woodwork,1180.0,4200,4950,1750,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,1040.0,2500,2950,1550,synthetic_benchmark
Handcrafted Terracotta Handpainted Statement Jewelry Set,Jewelry,1070.0,3250,3750,1600,synthetic_benchmark
Authentic Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,290.0,700,800,500,synthetic_benchmark
Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1240.0,3900,4750,1850,synthetic_benchmark
Exquisite Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,270.0,850,1100,500,synthetic_benchmark
Authentic Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1130.0,4150,4950,1700,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1380.0,3850,5100,2050,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,80.0,300,350,200,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,310.0,900,1200,550,synthetic_benchmark
Deluxe Handmade Kundan & Pearl Jhumka Earrings,Jewelry,400.0,1450,1800,650,synthetic_benchmark
Vintage Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,370.0,1050,1300,600,synthetic_benchmark
Ergonomic Wireless Silent Optical Mouse,Electronics,1340.0,2800,3300,2000,synthetic_benchmark
Handmade Traditional Temple Jewelry Gold Plated Pendant,Jewelry,2190.0,5100,6350,3150,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,360.0,1250,1450,600,synthetic_benchmark
Traditional Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1460.0,3000,3400,2150,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1030.0,3450,4300,1550,synthetic_benchmark
Vintage Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,440.0,1350,1700,700,synthetic_benchmark
Deluxe Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,830.0,1350,1550,1250,synthetic_benchmark
Classic Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,260.0,850,1100,450,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,820.0,2000,2450,1250,synthetic_benchmark
Deluxe Carved Sheesham Wood Elephant Figurine,Woodwork,390.0,1600,1900,650,synthetic_benchmark
Custom Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,390.0,1100,1350,650,synthetic_benchmark
7-in-1 Aluminium USB-C Multiport Hub Adapter,Electronics,480.0,1300,1450,750,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,550.0,1850,2400,850,synthetic_benchmark
Mirror Work Kutch Embroidered Wall Tapestry,Embroidery,650.0,1450,1700,1000,synthetic_benchmark
Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,2370.0,6300,7700,3400,synthetic_benchmark
Custom 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,1000.0,2250,2600,1500,synthetic_benchmark
Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,230.0,750,900,400,synthetic_benchmark
Traditional Pure Bronze Kansa Serving Bowls Set of 2,Metalwork,1480.0,4100,4850,2150,synthetic_benchmark
Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,320.0,1350,1700,550,synthetic_benchmark
Organic Handloom Linen Scarf with Tassels,Handloom Textile,900.0,2150,2900,1350,synthetic_benchmark
Handcrafted Terracotta Water Pitcher with Traditional Lid,Pottery & Clay,290.0,800,900,500,synthetic_benchmark
Exquisite Handmade Brass Meenakari Enamel Bangles Set,Jewelry,2220.0,6850,8150,3200,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,270.0,950,1150,500,synthetic_benchmark
Vintage Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1220.0,3100,3650,1800,synthetic_benchmark
Zardozi Work Hand-Embroidered Velvet Clutch Bag,Embroidery,700.0,1500,1750,1100,synthetic_benchmark
Traditional Handmade Kundan & Pearl Jhumka Earrings,Jewelry,2410.0,8400,9800,3450,synthetic_benchmark
Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,2000.0,6550,8450,2900,synthetic_benchmark
Artisan Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1150.0,2800,3700,1700,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,840.0,2500,2950,1300,synthetic_benchmark
Vintage Handspun Cotton Table Runner with Tribal Motifs,Handloom Textile,2810.0,7400,9300,4050,synthetic_benchmark
Pochampally Ikat Handwoven Saree,Handloom Textile,2850.0,7850,9700,4100,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,170.0,750,950,350,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1590.0,3900,5200,2350,synthetic_benchmark
Premium Traditional Jamdani Cotton Saree,Handloom Textile,1590.0,4550,5450,2350,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,280.0,850,1000,500,synthetic_benchmark
Exquisite 10000mAh Magnetic Wireless Power Bank Fast Charge,Electronics,500.0,1050,1350,800,synthetic_benchmark
Handcrafted Ergonomic Wireless Silent Optical Mouse,Electronics,1020.0,2100,2600,1550,synthetic_benchmark
Premium Handmade Kundan & Pearl Jhumka Earrings,Jewelry,1760.0,4000,5200,2550,synthetic_benchmark
Vintage Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,260.0,800,900,450,synthetic_benchmark
Eco-Friendly Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1360.0,3750,4150,2000,synthetic_benchmark
Handmade Ergonomic Wireless Silent Optical Mouse,Electronics,1210.0,2650,3050,1800,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,440.0,1150,1350,700,synthetic_benchmark
Premium Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,400.0,1200,1450,650,synthetic_benchmark
Vintage Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,770.0,2900,3400,1200,synthetic_benchmark
Terracotta Handpainted Statement Jewelry Set,Jewelry,640.0,2000,2500,1000,synthetic_benchmark
Eco-Friendly Handmade Brass Pooja Bell with Peacock Handle,Metalwork,1290.0,3500,4050,1900,synthetic_benchmark
Deluxe Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1120.0,2750,3550,1650,synthetic_benchmark
Hand-Stitched Patchwork Quilt Throw Blanket,Embroidery,760.0,1650,2150,1150,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,3260.0,7100,9250,4650,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,240.0,1000,1200,450,synthetic_benchmark
Artisan Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1570.0,5200,6900,2300,synthetic_benchmark
Handmade Clay Coffee Mugs Set of 2,Pottery & Clay,340.0,900,1000,600,synthetic_benchmark
Custom Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,1570.0,5350,6100,2300,synthetic_benchmark
Premium Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,330.0,900,1150,550,synthetic_benchmark
Exquisite Handloom Sambalpuri Silk Traditional Saree,Handloom Textile,1580.0,3300,4250,2300,synthetic_benchmark
Classic Handcrafted Beaded Semi-Precious Stone Bracelet,Jewelry,340.0,1550,2000,600,synthetic_benchmark
Hand-Beaten Brass Dining Platter Thali Set,Metalwork,1790.0,4800,5800,2600,synthetic_benchmark
Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,1350.0,2800,3300,2000,synthetic_benchmark
Classic Carved Sheesham Wood Elephant Figurine,Woodwork,830.0,2700,3650,1250,synthetic_benchmark
Handmade Mango Wood Candle Stand Pair,Woodwork,870.0,2700,3200,1300,synthetic_benchmark
Eco-Friendly Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1020.0,2200,2450,1550,synthetic_benchmark
Exquisite Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,940.0,2300,3000,1400,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,1000.0,2100,2600,1500,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1370.0,2800,3550,2000,synthetic_benchmark
Noise Cancelling Over-Ear Studio Headphones,Electronics,750.0,1850,2050,1150,synthetic_benchmark
Artisan Dhokra Brass Hand-Cast Tribal Figurine,Metalwork,1460.0,3250,3900,2150,synthetic_benchmark
Exquisite Premium 60W Fast Charging Laptop Charger Power Adapter,Electronics,1080.0,2250,2950,1600,synthetic_benchmark
Traditional Handcrafted Bamboo Wood Bluetooth Wireless Speaker,Electronics,1110.0,2200,2900,1650,synthetic_benchmark
Authentic 45W Type-C Fast Charger for Ultrasharp Laptops,Electronics,790.0,1850,2100,1200,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1580.0,4850,6300,2300,synthetic_benchmark
Deluxe Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1500.0,3500,4450,2200,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,820.0,2650,3250,1250,synthetic_benchmark
Handmade Brass Meenakari Enamel Bangles Set,Jewelry,2020.0,6900,8000,2950,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,740.0,2300,3050,1150,synthetic_benchmark
Artisan Glazed Ceramic Dining Soup Bowls Set of 4,Pottery & Clay,170.0,650,800,350,synthetic_benchmark
Kantha Stitch Embroidered Cotton Cushion Covers Pair,Embroidery,610.0,1600,2150,950,synthetic_benchmark
Handmade Clay Kulhad Chai Cups Set of 6,Pottery & Clay,80.0,450,600,200,synthetic_benchmark
Classic Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,240.0,700,800,450,synthetic_benchmark
Sculpted Clay Floral Vase with Rustic Finish,Pottery & Clay,390.0,1150,1450,650,synthetic_benchmark
Authentic Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,860.0,3100,3700,1300,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,680.0,2200,2500,1050,synthetic_benchmark
Artisan Ceramic Planter with Drainage Plate,Pottery & Clay,120.0,350,400,250,synthetic_benchmark
Handmade Crocheted Cotton Baby Blanket,Embroidery,410.0,1400,1550,650,synthetic_benchmark
Handloom Pure Silk Banarasi Saree with Zari Border,Handloom Textile,3240.0,8350,10250,4650,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,1400.0,2800,3400,2050,synthetic_benchmark
Handmade Sandalwood Carved Incense Stick Holder,Woodwork,810.0,2000,2350,1250,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,2170.0,6950,8950,3150,synthetic_benchmark
Eco-Friendly Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1870.0,7500,9750,2700,synthetic_benchmark
Classic Handmade Wooden Coaster Set of 6 with Stand,Woodwork,980.0,2300,2750,1450,synthetic_benchmark
Handmade Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,940.0,2900,3200,1400,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,350.0,1400,1700,600,synthetic_benchmark
Hand-Embroidered Chikankari Cotton Kurti,Embroidery,900.0,3200,4100,1350,synthetic_benchmark
USB-C to Lightning Braided Fast Sync Cable,Electronics,610.0,1450,1950,950,synthetic_benchmark
Vintage Handmade Brass Pooja Bell with Peacock Handle,Metalwork,330.0,1000,1300,550,synthetic_benchmark
Traditional Temple Jewelry Gold Plated Pendant,Jewelry,1910.0,6300,8300,2750,synthetic_benchmark
Handcrafted Traditional Handpainted Clay Diya Festive Set,Pottery & Clay,240.0,750,900,450,synthetic_benchmark
Phulkari Hand-Embroidered Traditional Dupatta,Embroidery,880.0,2550,3100,1350,synthetic_benchmark
Handwoven Woolen Kashmiri Pashmina Shawl,Handloom Textile,1520.0,4800,5800,2250,synthetic_benchmark
Custom Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1650.0,5900,7150,2400,synthetic_benchmark
Handmade Teak Wood Kitchen Spatula & Spoon Set,Woodwork,870.0,2150,2700,1300,synthetic_benchmark
Antique Finish Pure Copper Water Bottle (1 Litre),Metalwork,1030.0,2600,3300,1550,synthetic_benchmark
Handcrafted Oxidised 925 Silver Tribal Choker Necklace,Jewelry,1340.0,4900,6200,2000,synthetic_benchmark
Exquisite Artisan Filigree Pure Silver Toe Rings Pair,Jewelry,1140.0,3500,4000,1700,synthetic_benchmark
Handmade Wooden Coaster Set of 6 with Stand,Woodwork,260.0,1050,1300,450,synthetic_benchmark
Custom Noise Cancelling Over-Ear Studio Headphones,Electronics,660.0,1400,1600,1000,synthetic_benchmark
